,Цена на арматуру,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Окатыши,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Отощающие,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Окатыши,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Концентрат,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,Цена на бензин,Цена на дт
27,25500,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,224,10605,8805,10417,58,,4000.0,63.5,,,225,223,265,,248,3300,,8877,44.5,4550,,9050,9599,4500,259,1180.0,2125.0,13000,87,3025.0,,10115,4400.0,252,,4108,3525.0,,,2756.0,1991.0,1180.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
28,25400,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,219,10791,8907,10682,49,,4000.0,57.5,,,213,212,265,,248,3300,,8963,38.5,4550,,9050,9943,4500,255,1180.0,2125.0,13000,87,3025.0,,10072,4400.0,240,,4108,3525.0,,,2756.0,1991.0,1180.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
29,25200,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,201,10867,8745,10880,50,,4000.0,58.0,,,201,194,265,,231,3300,,8993,39.0,4550,,9050,10141,4500,245,1180.0,2125.0,13000,84,3025.0,,10014,4400.0,225,,4108,3525.0,,,2756.0,1991.0,1180.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
30,25000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,201,10996,8646,10883,52,,4000.0,59.0,,,201,203,265,,225,3300,,8939,40.0,4550,,9050,10141,4500,245,1180.0,2125.0,13000,80,3025.0,,10013,4400.0,227,,4108,3525.0,,,3008.0,2144.0,1093.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
31,24700,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,208,11068,8896,10838,54,,4000.0,61.5,,,205,208,265,,218,3300,,8830,42.5,4550,,9050,10143,4500,240,1180.0,1900.0,13000,79,2750.0,,9974,4400.0,233,,4108,3525.0,,,3008.0,2144.0,1093.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
32,24400,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,215,11059,8990,10840,56,,4000.0,63.5,,,211,208,255,,218,3300,,8770,43.5,4550,,8800,10087,4200,245,1155.0,1900.0,13000,83,2750.0,,9934,4400.0,240,,4001,3300.0,,,3008.0,2144.0,1093.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
33,24100,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,211,11078,9007,10823,56,,4000.0,63.5,,,215,212,255,,220,3300,,8755,43.5,4550,,8800,10106,4200,245,1155.0,1900.0,13000,83,2750.0,,9960,4400.0,243,,4001,3300.0,,,3008.0,2144.0,1093.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
34,24100,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,204,11010,8863,10853,56,,4000.0,63.5,,,210,212,250,,220,3300,,8795,43.5,4550,,8800,10137,4200,240,1155.0,1900.0,13000,81,2750.0,,9953,4400.0,236,,4001,3300.0,,,3008.0,2144.0,1093.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
35,23900,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,211,11044,9086,10841,54,,4000.0,62.5,,,215,207,248,,220,3300,,8862,42.0,4550,,8800,10178,4200,235,1155.0,1900.0,13000,81,2750.0,,10004,4400.0,231,,4001,3300.0,,,2745.0,1910.0,1098.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
36,24200,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,201,11159,9299,10961,56,,4000.0,63.5,,,200,202,236,,210,3300,,8939,43.0,4550,,8800,10233,4200,230,1155.0,2000.0,14000,81,2900.0,,10232,4400.0,220,,4001,3300.0,,,2745.0,1910.0,1098.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
37,24200,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,184,11210,9282,10946,58,,4000.0,64.5,,,189,183,236,,205,3300,,8923,44.0,4550,,8800,10212,4200,210,1155.0,2000.0,14000,81,2900.0,,10374,4400.0,206,,4001,3300.0,,,2745.0,1910.0,1098.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
38,24000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,180,11237,9206,10949,57,,4000.0,64.0,,,188,181,236,,205,3300,,8887,43.0,4550,,8800,10201,4200,210,1155.0,2000.0,14000,81,2900.0,,10411,4400.0,202,,4001,3300.0,,,2745.0,1910.0,1098.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
39,24000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,170,11367,9585,10718,57,,4000.0,64.0,,,178,172,231,,198,3300,,8969,43.0,4550,,8800,10024,4200,205,1155.0,2000.0,14000,80,2900.0,,10458,4400.0,194,,4001,3300.0,,,2949.0,2018.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
40,23800,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4150,165,11357,9553,10670,55,,4000.0,62.0,,,175,165,216,,188,3300,,9209,41.0,4550,,8800,10043,4200,195,1155.0,2150.0,14000,79,3225.0,,10474,4400.0,187,,4001,3300.0,,,2949.0,2018.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
41,23800,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,154,11310,9574,10531,55,,4200.0,62.0,,,167,163,216,,183,3450,,9382,41.0,4750,,9100,9928,4650,190,1155.0,2150.0,14000,80,3225.0,,10552,5000.0,178,,4335,3800.0,,,2949.0,2018.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
42,24200,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,153,11182,9554,10400,55,,4200.0,62.0,,,159,154,205,,183,3450,,9316,41.0,4750,,9100,9746,4650,175,1155.0,2150.0,14000,79,3225.0,,10620,5000.0,170,,4335,3800.0,,,2949.0,2018.0,1107.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
43,24500,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,154,11052,9582,10384,52,,4200.0,59.0,,,158,151,189,,173,3450,,9354,38.5,4750,,9100,9679,4650,180,1155.0,2150.0,14000,78,3225.0,,10652,5000.0,173,,4335,3800.0,,,3307.0,2178.0,1099.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
44,24500,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,167,10624,9485,10008,50,,4200.0,58.0,,,164,158,189,,173,3450,,9444,37.5,4750,,9100,9242,4650,185,1155.0,2150.0,14000,77,3225.0,,10625,5000.0,186,,4335,3800.0,,,3307.0,2178.0,1099.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
45,23950,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,174,10529,9195,9850,48,,4200.0,59.5,,,178,166,181,,173,3450,,9236,42.5,4750,,9000,8991,4650,185,1155.0,2150.0,11000,76,3225.0,,10437,5000.0,195,,4335,3800.0,,,3307.0,2178.0,1099.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
46,23750,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,182,10142,8938,9541,48,,4200.0,57.5,,,180,175,181,,173,3450,,9053,40.5,4750,,9000,8618,4650,190,1155.0,2150.0,11000,74,3225.0,,10356,5000.0,200,,4335,3800.0,,,3307.0,2178.0,1099.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
47,23100,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,181,9428,8844,9154,46,,4200.0,54.5,,,179,173,181,,173,3450,,8416,37.5,4750,,9000,8259,4650,190,1155.0,2150.0,11000,73,3225.0,,9808,5000.0,196,,4335,3800.0,,,3307.0,2178.0,1099.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
48,22800,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,180,9133,8878,9052,44,,4200.0,51.5,,,179,168,183,,173,3450,,8036,34.5,4750,,9000,8160,4650,185,1155.0,2150.0,11000,72,3225.0,,9381,5000.0,191,,4335,3800.0,,,3150.0,2112.0,1125.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
49,22000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,176,9103,8660,9138,41,,4200.0,52.5,,,178,163,183,,173,3450,,8002,37.5,4750,,9000,8112,4650,180,1155.0,1925.0,11000,74,2825.0,,9350,5000.0,190,,4335,3800.0,,,3150.0,2112.0,1125.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
50,21700,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,176,9143,8330,9142,39,,4200.0,50.5,,,178,161,183,,173,3450,,8067,35.5,4750,,9000,8115,4650,180,1155.0,1925.0,11000,75,2825.0,,9326,5000.0,187,,4335,3800.0,,,3150.0,2112.0,1125.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
51,21300,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,174,9268,8016,9135,39,,4200.0,51.5,,,175,160,183,,173,3450,,7813,36.5,4750,,9000,8050,4650,180,1155.0,1925.0,11000,75,2825.0,,8888,5000.0,187,,4335,3800.0,,,3150.0,2112.0,1125.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
52,21300,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,172,9337,8134,9116,40,,4200.0,52.5,,,168,158,183,,173,3450,,7638,37.5,4750,,9000,8064,4650,180,1155.0,1925.0,11000,76,2825.0,,8934,5000.0,186,,4335,3800.0,,,2826.0,1884.0,1115.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
53,21300,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4375,172,9332,8077,9095,42,,4200.0,54.5,,,168,160,183,,173,3450,,7554,39.5,4750,,9000,8067,4650,180,1155.0,1925.0,11000,76,2825.0,,8973,5000.0,189,,4335,3800.0,,,2826.0,1884.0,1115.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
54,21200,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,173,9428,8058,9221,42,,4200.0,54.5,,,174,160,183,,173,3450,,7439,39.5,4700,,9000,7826,4650,185,1155.0,1650.0,11000,77,2525.0,,8963,5000.0,188,,4335,3800.0,,,2826.0,1884.0,1115.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
55,21000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,173,9240,8387,9089,40,,4200.0,53.5,,,175,159,183,,173,3450,,7538,38.5,4700,,9000,8090,4650,190,1130.0,1650.0,11000,77,2525.0,,8981,5000.0,186,,4322,3800.0,,,2826.0,1884.0,1115.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
56,21000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,172,9272,8361,9126,42,,4200.0,54.0,,,174,156,183,,174,3450,,7649,39.0,4700,,9000,8176,4650,190,1130.0,1650.0,11000,75,2525.0,,9023,5000.0,181,,4322,3800.0,,,2826.0,1884.0,1115.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
57,21000,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,165,9339,8860,9231,42,,4200.0,54.0,,,168,153,183,,177,3450,,7650,39.0,4700,,9000,8247,4650,190,1130.0,1650.0,11000,75,2525.0,,9067,5000.0,177,,4322,3800.0,,,2456.0,1751.0,1134.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
58,21200,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,165,9249,9094,9428,44,,4200.0,48.5,,,167,150,181,,177,3450,,7916,35.5,4700,,8650,8366,4650,185,1130.0,1725.0,11700,74,2525.0,,9011,5000.0,176,,4322,3800.0,,,2456.0,1751.0,1134.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
59,21800,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,164,9442,9094,9540,44,,4200.0,48.5,,,168,148,185,,176,3450,,8037,35.5,4700,,8650,8502,4650,185,1130.0,1725.0,11700,73,2525.0,,9224,5000.0,175,,4322,3800.0,,,2456.0,1751.0,1134.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
60,22450,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,166,9335,9177,9664,47,,4200.0,50.0,,,170,150,187,,177,3450,,8163,38.0,4700,,8650,8603,4650,187,1130.0,1725.0,11700,74,2525.0,,9232,5000.0,175,,4322,3800.0,,,2456.0,1751.0,1134.0,22.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
61,23300,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,177,9408,8899,9745,50,,4200.0,53.0,,,182,160,188,,177,3450,,8007,40.0,4700,,8650,8729,4650,189,1130.0,1725.0,11700,76,2525.0,,9276,5000.0,188,,4322,3800.0,,,2596.0,1828.0,1077.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
62,23800,,563,231,343,8850,3450,2314,279,229,248,347,3759,1176,3653,5527,1795,4227,371,2226,323,447,151,160,33,1,42,371,323,2032,371,323,2226,33,194,23,,,0,0,0,0,0,0,118,79,4325,189,9437,9266,9724,51,,4200.0,57.5,,,190,169,192,,182,3450,,7993,44.5,4700,,8650,8760,4650,210,1130.0,1875.0,12300,79,2850.0,,9373,5000.0,195,,4322,3800.0,,,2596.0,1828.0,1077.0,21.0,,,,,69.979,43.423,1071.832000000068,256.7329999999969,2.7115,79.63934,50.16415,2.67077519,1.328565,3745.23,4822.46,2.05919713,293.411,162.181,36.11,36.58
